Sample number,Protein,concentration (mg/ml),Spinning device,Extrusion device,Number of baths,Temperature SB,Spinning Buffer,SB pH,SB conc. (mM),NaCl (mM),Capillery type,Capillery size (um),Reeling speed (rpm),Flow rate (ul/min),pumppressure (bar),Temp C (spinning),Humidity (spinning),Continous spinning,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,Diameter (µm),Strain (mm/mm),Strength (MPa),Youngs Modulus (GPa),Toughness Modulus (MJ m-3)
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,20.0,2.084942238878866,60.07612087593188,1.7,88.90761737690252
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,20.0,1.934361784501757,56.74004228279404,1.6,79.01628954722783
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,2.0339553349875934,52.36600387171181,1.5,76.8398479582541
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,22.0,1.86965513829103,46.47250679797285,1.1,61.54124989276352
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,2.1921140019346024,53.44259864231566,1.5,83.5223795414728
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,2.18592397064411,54.22395197109496,1.6,84.46378176378934
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,20.0,2.043653015517517,56.41036873367349,1.7,83.15642721476101
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,19.0,2.1237810195829696,64.42535664690351,1.8,96.62157815686088
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,2.0965664806927027,53.05750864123453,1.4,78.20180774361341
B150,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,132.379339968,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,23.0,1.9757007289781308,44.41656438287844,1.3,61.92005335950277
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,1.2868511557226268,79.10071407197464,1.4,72.11340567426163
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.7,1.1465358675659107,83.227879095231,1.9,70.77334424186208
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.3,1.2713674574445806,90.87148888952494,1.7,84.62044161671223
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.1,1.1331853718033311,79.86845160130467,1.9,65.99708490089401
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.4,1.2227798996180688,81.03241718687013,2.0,71.85562372033091
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.9,1.3799904801570777,83.48516877591075,2.0,83.88720009876387
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.3,1.6724486040798463,73.3981677381464,2.0,86.53895531679123
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.8,1.3149438713892572,86.10611253798585,2.2,83.4368996244423
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.4,1.2664430131504287,95.21814388424268,2.4,89.29459497066216
B151,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,10.0,6.6189669984,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.32,0.980323415135988,72.59947317989774,2.2,54.29853686998524
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.4522879993609776,64.64440533269928,1.6,65.29673210090415
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.3,1.485348239018599,65.34843683335724,1.7,67.63157092068684
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.8,1.3026113213544304,60.30148073654144,1.2,55.87118224043
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.5,1.45233857905577,61.01176477509915,1.5,63.13771754046559
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.3,1.526331009862287,76.18567267885243,1.9,83.14738606084397
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,19.8,1.422710578961512,48.92514861366004,1.2,49.692827194457486
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.8,1.5434363701378675,80.10591398731107,1.7,87.30695098285001
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.6,1.523417189937207,86.78358129397174,1.9,94.5777556156394
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.4878892388660738,79.17834777791623,1.9,83.77325211189613
B152,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,20.0,10.9626640911,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.7750761997728943,66.8237670201043,1.8,83.09731075840727
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.4191203671302457,73.10464001040027,1.9,72.29099164555099
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.6624593157100895,74.47713008443992,1.7,85.57693268489585
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.571778860949242,75.62138820310487,1.9,84.6741666942461
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.6419250162248518,89.69185659885045,2.2,103.92102115910868
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.616108044164038,65.74495815522411,1.7,74.70335270670675
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.5971284881570134,77.48423559855584,1.9,84.11427705989841
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.5656951457281407,46.92832704823683,1.2,51.04594432361895
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.6685016683333496,78.25277504209687,1.9,90.02530598036468
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.3223082129299943,79.88220722541486,2.1,75.14986852814788
B153,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,30.0,16.064784485700002,22.3,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.6802883415369565,65.33381871243692,1.4,77.570163135607
B154,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,19.305320412,22.4,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.6591806883650584,64.07450684925234,1.7,73.04176339603318
B154,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,19.305320412,22.4,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.8712276037222964,63.333594611064896,1.5,80.56476707942447
B154,A3IA,197.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,35.0,19.305320412,22.4,0.25,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.7947003368345529,65.7029519327565,1.6,78.28958462001486
